#{"t_start": 1627059750.1729228, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
14.0,751,5084.139091
4.0,290,5086.710041
4.0,252,5089.006931
20.0,798,5095.955443
13.0,606,5101.300228
10.0,447,5105.209536
5.0,308,5107.961371
11.0,517,5112.483038
15.0,686,5118.511343
15.0,651,5124.256871
9.0,441,5128.02748
14.0,657,5133.653306
11.0,527,5138.262482
11.0,498,5142.437956
11.0,556,5147.237084
12.0,537,5151.842765
13.0,565,5156.679761
5.0,308,5159.283978
14.0,677,5165.023066
14.0,564,5169.845804
10.0,514,5174.232374
8.0,442,5178.02244
10.0,540,5182.597255
12.0,550,5187.283608
9.0,472,5191.294365
7.0,354,5194.303939
12.0,611,5199.557834
6.0,362,5202.639391
10.0,466,5206.657025
11.0,517,5211.102718
13.0,623,5216.720114
4.0,288,5219.339372
14.0,539,5224.213951
3.0,212,5226.136895
15.0,627,5231.858109
18.0,754,5238.593996
6.0,316,5241.450697
14.0,640,5247.347605
6.0,362,5250.612001
15.0,706,5257.081877
10.0,539,5261.886327
9.0,468,5266.044729
11.0,479,5270.329411
9.0,436,5274.181425
10.0,474,5278.456872
4.0,265,5280.830033
11.0,572,5286.027321
2.0,181,5287.67133
9.0,533,5292.534858
14.0,650,5298.392607
13.0,619,5304.450629
9.0,424,5308.148594
8.0,409,5311.702178
20.0,788,5318.463116
16.0,689,5324.42351
10.0,471,5328.425796
9.0,443,5332.198526
15.0,670,5337.892517
7.0,401,5341.354009
5.0,309,5344.029516
5.0,319,5346.71489
13.0,573,5351.602409
9.0,534,5356.154856
17.0,708,5362.217361
6.0,355,5365.208231
15.0,671,5370.976705
10.0,473,5375.029476
9.0,413,5378.542247
12.0,547,5383.278571
6.0,339,5386.153072
21.0,842,5393.692786
9.0,465,5397.895061
25.0,977,5406.597702
15.0,702,5412.917304
8.0,474,5417.173328
5.0,333,5420.135453
11.0,525,5424.762695
20.0,805,5431.963887
16.0,652,5437.739275
10.0,530,5442.434273
10.0,447,5446.405051
8.0,369,5449.690052
20.0,818,5457.087239
12.0,505,5461.668904
9.0,410,5465.267538
6.0,337,5468.328367
14.0,638,5474.025851
11.0,518,5478.690391
11.0,619,5484.318464
14.0,638,5490.077909
8.0,413,5493.782626
8.0,378,5497.215436
10.0,538,5502.137529
10.0,556,5507.189612
7.0,368,5510.506336
8.0,393,5514.070597
2.0,200,5515.882828
23.0,904,5524.109478
10.0,530,5528.860343
13.0,580,5534.097586
16.0,736,5540.883644
15.0,600,5546.363308
9.0,425,5550.176834
13.0,664,5556.218465
18.0,733,5562.972316
13.0,566,5568.109732
8.0,484,5572.482765
11.0,481,5576.904807
7.0,384,5580.356295
9.0,418,5584.059279
15.0,643,5589.649038
9.0,419,5593.325086
7.0,447,5597.361501
14.0,668,5603.341329
5.0,285,5605.928067
8.0,413,5609.625733
14.0,563,5614.651387
17.0,717,5621.035128
7.0,409,5624.731151
19.0,835,5632.094677
11.0,494,5636.540319
14.0,608,5641.94156
13.0,559,5646.998135
9.0,461,5651.159041
13.0,576,5656.911888
15.0,662,5663.8253
10.0,519,5669.172492
10.0,499,5673.954087
10.0,509,5679.341431
18.0,723,5686.050507
14.0,658,5692.145156
2.0,207,5694.013753
15.0,630,5699.871597
8.0,454,5703.962713
8.0,447,5708.098504
8.0,406,5711.856423
1.0,159,5713.31338
11.0,498,5717.863281
9.0,481,5722.276503
9.0,492,5726.706997
17.0,708,5733.411088
10.0,493,5738.092567
14.0,578,5743.510693
16.0,658,5749.606291
12.0,528,5755.123495
11.0,462,5759.252949
11.0,496,5763.717007
9.0,448,5767.766067
14.0,571,5772.937898
11.0,530,5777.886579
11.0,460,5782.125411
5.0,322,5785.131309
14.0,631,5790.914442
13.0,643,5796.821368
15.0,651,5802.797157
18.0,772,5809.836125
10.0,479,5814.247254
14.0,671,5820.446338
11.0,492,5824.966751
12.0,554,5830.063313
14.0,644,5835.932479
19.0,811,5844.271101
5.0,301,5847.348511
9.0,524,5852.212429
1.0,154,5853.600498
20.0,831,5861.217481
12.0,600,5866.812044
6.0,337,5869.925509
3.0,285,5872.531996
11.0,469,5876.825313
9.0,457,5881.374624
27.0,1079,5891.757998
9.0,436,5895.8082
15.0,684,5902.004521
15.0,675,5908.391936
16.0,706,5914.901795
12.0,550,5920.148098
9.0,426,5924.378852
12.0,564,5929.716684
12.0,625,5935.398896
9.0,473,5939.760142
14.0,577,5945.135579
16.0,777,5952.394899
15.0,652,5958.455997
26.0,1015,5967.892007
13.0,635,5973.776476
15.0,678,5980.029727
13.0,537,5985.058587
13.0,566,5990.203464
8.0,374,5993.663976
13.0,609,5999.184422
9.0,461,6003.429239
20.0,816,6010.795205
21.0,875,6018.713172
11.0,529,6023.628772
14.0,633,6029.407566
14.0,653,6035.485973
20.0,871,6043.516535
8.0,452,6047.659111
14.0,689,6053.956437
10.0,451,6058.1268
16.0,646,6063.986325
11.0,525,6068.772498
22.0,912,6077.195879
19.0,827,6084.849808
7.0,368,6088.232944
17.0,703,6094.677422
18.0,709,6101.151498
8.0,467,6105.456345
19.0,786,6112.696935
6.0,345,6115.868866
9.0,463,6120.086575
33.0,1247,6131.496215
13.0,585,6136.941378
14.0,589,6142.44886
9.0,417,6146.3569
14.0,614,6152.077888
14.0,675,6158.266601
9.0,425,6162.235693
13.0,571,6167.52162
25.0,986,6176.681311
8.0,382,6180.267654
13.0,650,6186.323388
20.0,880,6194.47939
26.0,1106,6204.62841
12.0,555,6209.795133
19.0,755,6217.256018
11.0,443,6221.37775
7.0,396,6224.997192
21.0,800,6232.099668
10.0,526,6236.756326
19.0,790,6244.096539
22.0,922,6252.724454
13.0,567,6258.016359
21.0,942,6266.8129
26.0,995,6276.006932
10.0,441,6280.151936
5.0,288,6282.863509
14.0,606,6288.478337
23.0,996,6297.708022
18.0,717,6304.467739
16.0,652,6310.532151
13.0,561,6315.475393
14.0,607,6320.759751
12.0,543,6325.527678
19.0,778,6332.439246
18.0,749,6339.097521
18.0,722,6345.437568
7.0,350,6348.530552
11.0,535,6353.202635
20.0,763,6360.022443
14.0,599,6365.40756
12.0,592,6370.652846
10.0,490,6374.972737
19.0,822,6382.31513
19.0,808,6389.47714
12.0,595,6394.741117
9.0,420,6398.521679
17.0,748,6405.523949
22.0,925,6414.130377
6.0,353,6417.4541
27.0,1123,6427.873925
22.0,869,6435.914909
12.0,519,6440.811552
12.0,627,6446.64636
14.0,655,6452.684883
9.0,381,6456.251505
11.0,551,6461.392423
20.0,808,6469.004769
19.0,783,6476.257896
11.0,476,6480.705527
19.0,761,6487.814173
14.0,623,6493.532245
17.0,674,6499.548306
10.0,481,6503.85845
23.0,934,6512.056509
31.0,1221,6522.838326
18.0,805,6529.935818
24.0,962,6538.512333
16.0,666,6544.433251
22.0,859,6552.139342
15.0,560,6557.167239
16.0,663,6563.067522
26.0,983,6571.861877
5.0,348,6575.001961
18.0,732,6581.485707
3.0,252,6583.70134
22.0,927,6591.814653
11.0,550,6596.738041
24.0,973,6605.391554
11.0,543,6610.199044
19.0,810,6617.316624
24.0,929,6625.620153
28.0,1128,6635.560553
22.0,844,6643.069526
16.0,681,6649.082611
28.0,1097,6658.849466
8.0,377,6662.197483
17.0,733,6668.763765
10.0,508,6673.942884
12.0,525,6678.851041
13.0,569,6684.17542
12.0,525,6689.091799
11.0,507,6693.849389
18.0,669,6700.094294
11.0,517,6704.938254
5.0,306,6707.819488
15.0,659,6713.961077
20.0,814,6721.588521
18.0,737,6728.484934
13.0,570,6733.73865
16.0,695,6740.231715
6.0,350,6743.497049
20.0,836,6751.335965
24.0,893,6759.775387
8.0,432,6763.842903
24.0,838,6771.789808
17.0,712,6778.454791
10.0,497,6783.101468
17.0,696,6789.613556
33.0,1252,6801.460285
31.0,1126,6812.06299
20.0,845,6820.018719
18.0,745,6826.981414
18.0,722,6833.737809
19.0,766,6840.976116
9.0,426,6845.003797
21.0,802,6852.62527
14.0,605,6858.30584
10.0,504,6863.12527
29.0,1135,6873.752261
28.0,1102,6884.115205
19.0,714,6890.845993
35.0,1310,6903.0919
19.0,793,6910.535807
21.0,852,6918.516364
11.0,501,6923.159467
16.0,622,6929.008594
24.0,897,6937.48069
32.0,1151,6948.357722
14.0,645,6954.49895
15.0,728,6961.261653
14.0,581,6966.783744
28.0,1113,6977.371714
21.0,778,6984.779195
13.0,587,6990.327683
25.0,941,6999.239998
14.0,600,7004.953702
19.0,767,7012.246889
13.0,541,7017.508231
19.0,742,7024.592978
24.0,985,7033.998131
24.0,929,7042.867713
19.0,729,7049.770211
32.0,1178,7060.802213
26.0,962,7069.852827
30.0,1124,7080.466182
25.0,1034,7090.289411
18.0,756,7097.365767
19.0,843,7105.235271
31.0,1197,7116.505675
15.0,612,7122.344633
20.0,869,7130.607885
14.0,567,7136.112884
26.0,1020,7146.294371
33.0,1273,7158.419104
16.0,671,7164.848187
27.0,1035,7174.685487
32.0,1202,7186.122504
24.0,885,7194.572141
22.0,899,7203.163896
15.0,669,7209.573081
32.0,1218,7221.157818
11.0,463,7225.539434
15.0,656,7231.771553
28.0,1084,7242.073674
20.0,783,7249.497623
7.0,356,7252.832316
30.0,1151,7263.718682
24.0,849,7271.776052
17.0,736,7278.730728
10.0,449,7283.026472
18.0,742,7290.158949
13.0,563,7295.495768
23.0,931,7304.370983
14.0,589,7309.957482
17.0,705,7316.650681
28.0,1137,7327.48477
20.0,821,7335.279043
20.0,790,7342.818436
23.0,875,7350.837213
21.0,824,7358.441954
10.0,481,7362.919955
23.0,961,7372.068746
24.0,817,7379.845749
13.0,615,7385.624666
12.0,517,7390.563305
29.0,1174,7401.715266
32.0,1190,7413.0526
18.0,715,7419.930353
31.0,1192,7431.459182
15.0,631,7437.482064
17.0,687,7443.856368
33.0,1314,7456.27227
13.0,529,7461.3545
31.0,1200,7472.797541
38.0,1436,7486.462558
20.0,821,7494.331812
20.0,785,7501.863192
28.0,1152,7512.838373
31.0,1233,7524.743822
29.0,1088,7535.18244
29.0,1036,7545.022904
23.0,953,7554.050431
21.0,845,7562.207684
10.0,426,7566.22098
22.0,841,7574.229962
20.0,804,7581.899962
35.0,1295,7594.204089
24.0,964,7603.530661
35.0,1277,7615.576192
14.0,633,7622.119812
15.0,573,7627.623906
19.0,771,7634.891085
22.0,876,7643.254261
39.0,1376,7656.359222
28.0,1116,7667.076485
22.0,835,7675.134152
29.0,1056,7685.296774
35.0,1370,7698.420565
18.0,621,7704.35965
23.0,844,7712.454578
33.0,1213,7724.050265
17.0,677,7730.542313
18.0,762,7737.811254
28.0,1147,7748.792885
20.0,831,7756.749564
23.0,850,7764.969925
34.0,1182,7776.343524
31.0,1214,7788.151378
23.0,986,7797.834648
35.0,1238,7809.891806
26.0,1054,7820.067941
24.0,904,7828.825887
17.0,666,7835.302539
29.0,1102,7845.88008
27.0,1023,7855.819338
30.0,1133,7866.703819
30.0,1117,7877.621768
23.0,860,7885.974094
24.0,907,7894.739599
17.0,724,7901.851975
25.0,1007,7911.599599
29.0,1173,7922.886514
14.0,674,7929.419377
23.0,982,7938.911157
23.0,912,7947.794802
33.0,1197,7959.470312
29.0,1095,7970.196269
21.0,850,7978.51366
29.0,1028,7988.590238
32.0,1107,7999.403764
25.0,984,8009.010393
21.0,788,8016.714561
31.0,1176,8028.235702
28.0,1080,8038.724802
18.0,778,8046.391402
22.0,840,8054.545838
35.0,1342,8067.535632
18.0,818,8075.515779
34.0,1276,8087.970557
60.0,1333,8100.778625
33.0,1124,8112.346154
26.0,863,8120.850888
37.0,1363,8134.147022
36.0,1210,8145.987441
46.0,1578,8161.487327
17.0,654,8167.732748
28.0,1054,8178.014982
30.0,1152,8189.302297
28.0,997,8199.108046
35.0,1177,8210.60914
28.0,1059,8221.031579
31.0,1134,8232.176056
34.0,1209,8244.047634
29.0,1065,8254.370886
39.0,1417,8268.232273
32.0,1177,8279.764009
26.0,1046,8290.024051
39.0,1327,8303.008192
24.0,986,8312.700274
16.0,635,8318.987973
21.0,757,8326.44558
36.0,1310,8339.343117
39.0,1457,8353.714244
39.0,1430,8367.663555
26.0,1005,8377.561587
24.0,923,8386.614876
39.0,1552,8401.959511
39.0,1451,8416.217476
29.0,1098,8427.087073
31.0,1096,8437.88204
27.0,1015,8447.870848
41.0,1456,8462.223461
43.0,1357,8475.573751
38.0,1406,8489.353823
44.0,1437,8503.352285
33.0,1163,8514.718266
31.0,1129,8525.786016
33.0,1272,8538.271746
34.0,1241,8550.369822
49.0,1575,8565.839423
28.0,1099,8576.593236
36.0,1265,8589.053954
12.0,492,8594.343066
26.0,793,8602.064828
38.0,1399,8615.304862
27.0,1025,8625.214888
36.0,1228,8636.791296
39.0,1390,8650.22651
47.0,1507,8665.065106
41.0,1418,8678.872516
43.0,1535,8693.920028
28.0,1075,8704.3895
30.0,1101,8715.188968
30.0,1158,8726.533836
42.0,1426,8740.615129
17.0,681,8747.29324
38.0,1404,8760.902044
45.0,1589,8776.241805
28.0,1082,8786.772815
44.0,1633,8802.748067
23.0,961,8812.143224
35.0,1426,8825.800957
29.0,1048,8835.461419
36.0,1345,8847.930417
44.0,1652,8863.307848
35.0,1321,8875.62084
45.0,1566,8890.339365
16.0,695,8896.936537
27.0,896,8905.448283
40.0,1353,8918.202751
30.0,1157,8929.092434
37.0,1410,8942.30794
30.0,1133,8953.007561
31.0,1211,8964.415565
19.0,852,8972.346596
16.0,727,8979.329138
26.0,1040,8989.451812
21.0,861,8997.813357
35.0,1377,9011.30503
41.0,1322,9024.333422
25.0,1060,9034.723942
18.0,738,9041.974063
33.0,1178,9053.334396
41.0,1139,9064.328274
35.0,1369,9078.138026
32.0,1182,9089.228906
38.0,1345,9101.940862
17.0,673,9108.275676
41.0,1348,9120.998418
21.0,979,9130.186789
13.0,575,9135.582221
45.0,1592,9150.535517
15.0,660,9156.739007
35.0,1226,9168.420813
36.0,1372,9181.408562
23.0,967,9190.502993
25.0,900,9198.960706
42.0,1409,9212.197949
22.0,838,9220.043734
18.0,713,9226.737211
29.0,1108,9237.022739
29.0,1111,9247.435079
35.0,1272,9259.3395
29.0,1042,9269.189775
42.0,1558,9283.78129
41.0,1492,9297.720536
38.0,1290,9309.778469
28.0,1141,9320.395268
38.0,1350,9332.946149
17.0,698,9339.432974
39.0,1405,9352.54612
32.0,1293,9364.754598
37.0,1268,9376.718816
17.0,704,9383.498359
32.0,1229,9395.125939
21.0,851,9403.378866
24.0,1009,9413.211848
18.0,680,9419.7669
44.0,1608,9435.420395
26.0,1011,9445.220893
41.0,1384,9458.537958
28.0,992,9467.83316
37.0,1429,9481.195935
33.0,1356,9493.74252
16.0,642,9499.798193
27.0,1073,9509.752414
73.0,1842,9526.716457
32.0,1117,9537.192536
30.0,1190,9548.825097
26.0,1110,9559.154005
40.0,1355,9571.816511
19.0,749,9578.769555
43.0,1538,9593.152491
38.0,1335,9605.496972
36.0,1309,9617.640062
65.0,1494,9631.541058
47.0,1628,9647.011371
38.0,1509,9661.754274
45.0,1561,9676.912987
42.0,1487,9691.490091
27.0,981,9701.148596
23.0,826,9709.21079
33.0,1200,9721.00999
38.0,1463,9735.399924
26.0,1007,9745.337636
28.0,1113,9756.225743
31.0,1266,9768.654168
36.0,1189,9780.321232
26.0,1019,9790.264516
44.0,1715,9807.077823
24.0,942,9816.380112
49.0,1715,9833.271778
22.0,863,9841.703236
23.0,847,9849.983266
18.0,798,9857.830395
19.0,689,9864.553991
29.0,964,9874.006798
44.0,1598,9889.706817
54.0,1663,9906.172166
33.0,1344,9919.419941
46.0,1424,9933.429458
33.0,1212,9945.339276
57.0,1006,9954.962476
32.0,1101,9965.776429
45.0,1558,9980.91724
36.0,1231,9992.836344
48.0,1051,10003.16355
56.0,1820,10021.105149
19.0,800,10029.027995
30.0,856,10037.82954
30.0,1132,10048.590636
42.0,1483,10062.926732
42.0,1444,10077.056315
40.0,1490,10091.715651
38.0,1493,10106.504544
27.0,1028,10116.710064
42.0,946,10125.978112
49.0,1656,10141.660944
33.0,1159,10152.680618
34.0,1305,10165.01014
39.0,1394,10178.143349
40.0,1461,10191.911752
66.0,1638,10207.460701
11.0,547,10212.630351
26.0,949,10221.567783
26.0,865,10229.658185
17.0,785,10237.102543
15.0,704,10243.81563
49.0,1724,10259.943655
34.0,1246,10271.536171
40.0,1294,10283.841884
48.0,1661,10299.573905
32.0,1230,10311.13798
27.0,1059,10321.271639
31.0,1113,10331.88256
38.0,1330,10344.765722
30.0,1105,10355.401119
32.0,1248,10367.349334
32.0,1250,10379.349228
33.0,1285,10391.704259
43.0,1643,10407.791643
18.0,826,10415.825012
25.0,895,10424.202726
31.0,1179,10435.191506
33.0,1208,10446.569976
27.0,1074,10456.657482
35.0,1179,10467.6898
20.0,723,10474.454424
30.0,1174,10485.345561
25.0,1009,10494.754294
53.0,1548,10509.711011
15.0,579,10515.213475
40.0,1443,10528.775879
26.0,966,10537.80314
30.0,1052,10547.686122
37.0,1266,10559.609711
34.0,1363,10572.474916
26.0,1029,10582.063461
28.0,1114,10592.552868
40.0,1432,10606.168503
16.0,713,10613.139949
22.0,862,10621.650145
39.0,1332,10634.780018
17.0,717,10641.867813
39.0,1384,10655.376803
30.0,1053,10665.657601
25.0,995,10675.319859
18.0,778,10682.890828
33.0,1041,10693.00412
38.0,1252,10705.246183
36.0,1296,10718.104961
27.0,1054,10728.41772
27.0,1009,10738.439729
24.0,954,10747.868466
42.0,1333,10760.955696
35.0,1152,10772.237392
31.0,1084,10782.862998
35.0,1181,10794.456754
25.0,999,10804.127369
32.0,1227,10816.165871
30.0,1157,10827.217202
34.0,1179,10838.435853
39.0,1331,10851.311315
47.0,1711,10867.956208
26.0,998,10877.732111
44.0,1561,10892.872779
14.0,622,10898.934147
46.0,1563,10914.095097
26.0,1025,10924.058717
39.0,1383,10937.459907
34.0,1276,10949.888961
25.0,919,10958.900436
39.0,1373,10972.372677
39.0,1323,10985.326978
40.0,1317,10998.655126
38.0,1418,11012.441013
47.0,1384,11026.056054
51.0,1447,11040.190348
70.0,1464,11054.691752
36.0,1353,11067.919878
22.0,843,11076.226585
32.0,1224,11088.223049
52.0,1718,11105.001607
43.0,1338,11118.048523
27.0,986,11127.64557
28.0,1082,11138.219542
56.0,1476,11152.599185
44.0,1500,11167.16551
56.0,1834,11184.883181
43.0,1248,11197.087405
36.0,1174,11208.442907
41.0,1257,11220.486475
48.0,1462,11234.653031
40.0,1413,11248.399334
29.0,1021,11258.190541
23.0,943,11267.259773
18.0,722,11274.150612
40.0,1330,11286.889269
36.0,1319,11299.714232
26.0,1022,11309.656126
27.0,1051,11319.803268
26.0,991,11329.50488
38.0,1370,11342.809837
49.0,1473,11357.334672
21.0,660,11363.799034
23.0,838,11371.982688
49.0,1756,11389.219953
50.0,1725,11406.250274
35.0,1261,11418.629884
38.0,1313,11431.570229
55.0,1967,11450.93474
39.0,1301,11463.71769
53.0,1564,11479.020764
51.0,1731,11495.959808
43.0,1506,11510.463384
48.0,1430,11524.421321
28.0,1033,11534.307966
30.0,1116,11545.20577
48.0,1496,11559.746364
49.0,1455,11573.940924
71.0,1712,11590.713052
39.0,1248,11602.922244
31.0,1165,11614.416237
39.0,1449,11628.509891
35.0,1090,11639.110693
66.0,1601,11654.654316
29.0,927,11663.715824
26.0,956,11672.971123
42.0,1505,11687.627641
50.0,1655,11703.741268
30.0,1111,11714.576202
50.0,1490,11729.204415
29.0,1173,11740.621921
50.0,1397,11754.222299
38.0,1281,11766.701734
23.0,870,11775.190787
34.0,1337,11787.991014
41.0,1394,11801.532829
32.0,1189,11813.123902
32.0,1136,11824.252667
40.0,1278,11836.801879
48.0,1307,11849.598034
29.0,1065,11860.080658
43.0,1441,11874.226843
32.0,1087,11884.945223
51.0,1613,11900.603648
29.0,1062,11910.970203
31.0,1175,11922.547322
28.0,929,11931.697066
43.0,1608,11947.514344
40.0,1427,11961.444226
29.0,989,11971.639647
45.0,1480,11986.014686
27.0,1116,11996.815168
19.0,746,12004.053261
55.0,1855,12022.111468
31.0,1108,12032.906264
44.0,1571,12048.143504
31.0,1277,12060.608207
39.0,1250,12072.768882
27.0,1053,12083.004758
32.0,1244,12095.075155
29.0,1020,12105.090888
30.0,1048,12115.345018
33.0,1261,12127.715561
33.0,1182,12139.216867
28.0,890,12147.869847
35.0,1189,12159.441956
22.0,928,12168.549462
31.0,1214,12180.424814
49.0,1683,12196.854157
25.0,982,12206.393142
21.0,848,12214.579364
47.0,1650,12230.487911
58.0,1731,12247.477494
48.0,1479,12261.917903
47.0,1432,12275.865428
29.0,949,12285.178199
41.0,1387,12298.776285
65.0,1729,12315.493014
20.0,744,12322.596343
24.0,915,12331.547966
43.0,1434,12345.391394
29.0,1071,12355.830462
71.0,1407,12369.620064
56.0,1768,12386.979388
36.0,1231,12398.997308
42.0,1432,12413.175251
36.0,1380,12426.559862
31.0,1168,12437.92106
41.0,1295,12450.595171
49.0,1546,12466.28862
30.0,1157,12477.581461
37.0,1403,12491.374316
24.0,1016,12501.444024
38.0,1285,12514.125458
48.0,1564,12529.482874
17.0,728,12536.595882
42.0,1454,12550.983279
39.0,1317,12563.846404
23.0,797,12571.724877
52.0,1786,12589.223368
43.0,1448,12603.254426
42.0,1289,12615.801231
55.0,1817,12633.283627
41.0,1374,12646.569666
42.0,1012,12656.469003
34.0,1068,12666.91082
44.0,1569,12682.230332
37.0,1250,12694.449249
59.0,1321,12707.408807
45.0,1572,12722.795521
40.0,1200,12734.558174
45.0,1467,12748.915172
19.0,752,12756.186925
37.0,1310,12768.89254
54.0,1843,12786.725802
24.0,977,12796.207028
60.0,1818,12813.853158
55.0,1757,12831.227324
23.0,865,12839.722152
21.0,740,12847.020164
20.0,750,12854.404892
39.0,1357,12867.780434
45.0,1432,12881.750966
39.0,1211,12893.652428
32.0,1109,12904.538303
60.0,1312,12917.448586
42.0,1499,12932.03827
73.0,1541,12947.911756
25.0,898,12956.701017
31.0,1241,12968.871034
45.0,1380,12982.44643
51.0,1476,12996.952938
36.0,1338,13010.102786
38.0,1251,13022.516116
15.0,596,13028.381928
22.0,911,13037.393383
33.0,1193,13049.160554
26.0,1110,13060.030446
15.0,673,13066.626228
35.0,1326,13079.671684
27.0,1066,13090.133318
39.0,1194,13101.898658
34.0,1171,13113.445258
45.0,1475,13128.056153
18.0,724,13135.258797
29.0,1099,13146.063153
25.0,989,13155.852638
27.0,907,13164.749914
71.0,1669,13181.270152
38.0,1340,13194.526323
42.0,1567,13210.101714
32.0,1245,13222.445272
33.0,1250,13234.78197
40.0,1453,13249.069883
19.0,750,13256.457521
44.0,1497,13271.170857
49.0,1450,13285.528157
28.0,1109,13296.471983
38.0,1377,13310.091939
42.0,1549,13325.368649
13.0,573,13331.036351
40.0,1503,13345.853703
53.0,1662,13362.387804
35.0,1280,13375.09336
50.0,1803,13392.787754
67.0,1434,13406.990322
31.0,1031,13417.169832
40.0,1332,13430.212865
46.0,1600,13446.460754
32.0,1158,13457.62969
35.0,1373,13470.988952
40.0,1453,13485.078465
34.0,1218,13496.968425
28.0,1080,13507.573272
38.0,1339,13520.73238
57.0,1211,13532.471747
35.0,1264,13544.898913
63.0,1234,13557.038954
40.0,1382,13570.544998
34.0,1097,13581.347906
43.0,1342,13594.504309
39.0,1172,13605.902544
43.0,1202,13617.733732
37.0,1268,13630.03573
34.0,1222,13641.9755
27.0,1092,13652.689177
22.0,780,13660.279985
32.0,1202,13672.029544
29.0,1075,13682.53005
46.0,1590,13698.049831
56.0,1564,13713.445236
30.0,923,13722.561194
16.0,681,13729.200599
33.0,1181,13740.672287
34.0,1282,13753.219403
38.0,1252,13765.352309
42.0,1175,13776.779344
26.0,842,13785.02966
43.0,1415,13798.951148
37.0,1112,13809.7976
52.0,1418,13823.724641
23.0,999,13833.515936
36.0,1299,13846.164919
32.0,1185,13857.747999
51.0,1811,13875.574574
22.0,871,13884.118062
38.0,1224,13896.140049
25.0,980,13905.800398
37.0,1476,13920.393134
29.0,985,13930.593638
23.0,925,13939.216872
27.0,986,13948.343582
37.0,1120,13958.739268
38.0,1327,13971.180914
42.0,1201,13982.374504
30.0,1203,13993.623886
28.0,1175,14004.676301
33.0,1295,14016.738484
30.0,1053,14026.746874
36.0,1360,14040.064881
46.0,1470,14054.564317
49.0,1447,14068.703326
59.0,1380,14082.152491
51.0,1453,14096.465361
41.0,1363,14109.975518
33.0,1171,14121.448137
33.0,1286,14134.110521
27.0,1114,14144.947407
23.0,891,14153.784242
31.0,1114,14164.660638
33.0,1268,14177.216318
32.0,1081,14187.890684
44.0,1499,14202.698281
36.0,1276,14215.323039
59.0,1273,14227.720186
21.0,873,14236.275069
34.0,1202,14248.019681
31.0,1275,14260.523121
38.0,1396,14274.07627
37.0,1288,14286.662516
19.0,741,14293.869521
27.0,1135,14304.953232
30.0,1023,14315.007253
61.0,1268,14327.430758
41.0,1303,14340.079564
32.0,979,14349.677919
25.0,1013,14359.661127
35.0,1247,14371.821665
32.0,1192,14383.477211
49.0,1575,14398.845604
78.0,1742,14416.517469
28.0,1159,14427.92121
26.0,1024,14438.03583
31.0,1262,14450.487351
47.0,1652,14466.61921
25.0,1005,14476.532035
42.0,1287,14489.301179
34.0,1206,14501.208865
26.0,1044,14511.455554
37.0,1391,14525.070819
52.0,1599,14540.848335
24.0,897,14549.677653
32.0,1217,14561.550078
24.0,989,14571.150844
25.0,892,14579.893008
34.0,1219,14591.910864
33.0,1192,14603.716117
15.0,623,14609.86016
26.0,933,14619.013138
28.0,1102,14629.83481
30.0,994,14639.567194
28.0,1131,14650.687281
42.0,1422,14664.565535
28.0,958,14673.901731
31.0,1122,14684.909923
40.0,1405,14698.787292
40.0,1426,14713.379804
23.0,872,14721.772493
48.0,1535,14736.650283
41.0,1266,14748.802712
31.0,1220,14760.576656
36.0,1343,14773.629039
20.0,777,14781.19026
21.0,862,14789.628348
44.0,1278,14802.09948
22.0,990,14811.934216
31.0,1114,14822.787645
24.0,968,14832.39489
36.0,1452,14846.603783
44.0,1611,14862.375135
36.0,1267,14874.806912
43.0,1520,14889.745984
37.0,1288,14902.298521
40.0,1504,14917.520498
35.0,1263,14929.979521
35.0,1296,14942.668141
43.0,1445,14956.777858
44.0,1372,14970.185984
26.0,1091,14980.760983
33.0,1249,14993.038565
21.0,764,15000.503777
27.0,1071,15011.072951
17.0,746,15018.344671
34.0,1092,15029.035615
24.0,1026,15039.20614
35.0,1297,15052.004627
27.0,1086,15062.664101
29.0,1052,15073.030667
56.0,1463,15087.417277
44.0,1469,15101.895264
12.0,531,15107.141025
16.0,627,15113.297593
34.0,1333,15126.501328
18.0,761,15134.012186
34.0,951,15143.32047
45.0,1377,15156.760551
51.0,1767,15174.157502
25.0,1011,15184.141402
35.0,1248,15196.337297
24.0,839,15204.643126
37.0,1254,15216.981743
41.0,1259,15229.31139
66.0,1654,15245.44855
51.0,1576,15260.800609
34.0,1298,15273.386869
36.0,1262,15285.670312
44.0,1500,15300.468877
35.0,1261,15312.800796
57.0,1239,15324.693846
38.0,1272,15337.076877
21.0,908,15345.928639
28.0,1135,15357.029189
32.0,1115,15367.862536
46.0,1481,15382.329758
29.0,974,15391.932647
54.0,1471,15406.70889
38.0,1231,15418.450364
44.0,1560,15433.552392
31.0,1022,15443.543378
27.0,978,15453.094218
48.0,1704,15469.717974
16.0,657,15476.152719
56.0,1658,15492.268642
47.0,1433,15506.186972
13.0,520,15511.2445
28.0,1120,15522.163056
19.0,879,15530.762661
52.0,1692,15547.343848
20.0,834,15555.489171
27.0,1048,15565.658696
35.0,1287,15578.103952
30.0,1026,15588.15775
38.0,1178,15599.610526
25.0,948,15608.787572
27.0,993,15618.51868
53.0,1734,15635.431689
51.0,1563,15650.688365
30.0,1060,15661.039712
23.0,918,15670.044146
28.0,1169,15681.557443
30.0,1207,15693.295063
